site_id,site_name,latitude,longitude
W0017,GF,22.380400,39.413000
W0010,GF,21.992100,39.555100
W2392,GF,21.327531,39.968736
W2984,IBS,21.426370,39.361680
W3153,RT,21.658588,39.637892
W2520,RT,21.258020,40.427840
W6586,GF,21.429865,39.282432
W2502,RT,21.274508,40.395096
W5210,GF,21.351416,39.972553
W4535,RT,21.595173,39.171652
W4619,RT,21.589655,39.136903
W5630,GF,21.593312,39.117717
W5762,RT,21.579215,39.173931
W5737,RT,21.595870,39.183100
W3165,GF,21.445835,39.415292
W3051,GF,21.448293,39.559917
W3555,GF,21.731945,39.209743
W5809,RT,21.590041,39.223000
W5806,RT,21.589433,39.156730
W6179,RT,21.600538,39.165042
W5815,RT,21.570635,39.202278
W5859,RT,21.572095,39.153710
W6105,RT,21.601901,39.211318
W6087,RT,21.591480,39.147372
W6416,RT,21.566802,39.205705
W6534,RT,21.570833,39.214973
W3166,RT,21.462163,39.356365
W4698,RT,21.770706,39.202753
W6549,GF,21.595175,39.131272
W9088,RT,21.597366,39.137238
W4604,RT,21.778586,39.203613
W5857,RT,21.622028,39.132637
W6160,RT,21.648013,39.218732
W3556,GF,21.708580,39.232478
W4407,GF,21.476118,39.343122
W2501,RT,21.281368,40.402682
W4098,GF,21.413218,39.282940
W2541,GF,21.191985,40.405708
W6564,RT,22.840497,39.033933
W6435,RT,21.241245,40.406117
W2490,GF,21.447000,39.869200
W3145,RT,21.393870,39.306520
W5234,GF,21.350352,39.981810
W9210,RT,21.612455,39.171142
W4415,RT,21.397526,39.268438
W4416,RT,21.405045,39.267920
W3979,GF,21.441715,40.440960
W5771,RT,21.503885,39.262327
W3323,RT,21.482157,39.261143
W2377,GF,21.408805,39.910440
W4194,RT,21.380602,39.292183
W6154,RT,21.553300,39.287300
W4676,RT,21.394678,39.283261
W3554,RT,21.757785,39.213000
W6352,RT,21.487528,40.499702
W6151,RT,21.271260,40.387882
W6368,RT,21.779770,39.095149
W6363,RT,21.463814,40.458330
W6384,GF,21.476729,40.449343
W5067,WM,21.419361,39.876010
W6446,RT,21.357576,39.880838
W5303,GF,21.400506,39.443352
W3937,RT,21.426281,39.774875
W3620,GF,21.417467,39.636480
W5302,RT,21.449600,39.391990
W3875,RT,21.425890,39.799398
W5811,RT,21.602438,39.237093
W6017,RT,21.327492,39.694475
W3291,RT,21.437150,40.428670
W6581,GF,21.524890,40.507390
W6020,RT,21.435496,39.800342
W6193,RT,21.362008,39.780138
W3310,GF,21.224452,40.383918
W5476,GF,21.403433,39.456637
W5475,GF,21.369740,39.342740
W6590,GF,22.834053,39.055963
W6560,GF,21.336013,40.486303
W5854,GF,21.400660,39.271850
W5836,RT,21.454300,39.269400
W6575,GF,21.352140,40.540922
W3179,RT,21.450033,39.386818
W3311,GF,21.423143,40.473075
W3786,GF,21.422295,39.865647
W5546,RT,21.515973,39.236620
W5742,GF,21.562946,39.294880
W2614,RT,21.773537,39.234612
W3250,RT,21.809934,39.173590
W5845,GF,21.499531,39.356880
W4522,GF,21.434222,40.454245
W6333,RT,21.502687,40.513170
W4201,RT,21.759468,39.205873
W5060,WM,21.419072,39.874108
W3448,WM,21.420910,39.872700
W4169,RT,21.597768,39.253266
W3180,RT,21.489285,39.390938
W5477,GF,21.437618,39.521482
W4818,RT,21.434297,39.348455
W3185,GF,21.466000,40.485400
W3672,GF,21.468400,40.496800
W3182,RT,21.499625,39.374335
W5839,GF,21.431600,39.341900
W4695,RT,21.610703,39.173966
W3125,GF,22.309590,39.170020
W4494,RT,21.596295,39.244985
W6113,GF,21.274267,39.968748
W4355,RT,21.794787,39.134252
W4823,RT,21.854830,39.203378
W6013,RT,21.824232,39.194298
W5897,RT,21.428900,39.296000
W5895,RT,21.444100,39.289900
W4345,GF,21.656390,39.394320
W4101,RT,21.728721,39.196900
W3447,WM,21.422408,39.870238
W5903,RT,21.486300,39.262500
W5896,GF,21.432000,39.270500
W4846,RT,21.673022,39.214455
W4562,RT,21.415174,39.793249
W3650,RT,21.360691,39.833478
W4086,RT,21.382181,39.790414
W3057,RT,21.286744,39.675262
W5615,RT,21.384200,39.787700
W6397,RT,21.774525,39.224850
W4692,RT,21.676580,39.216630
W6079,GF,21.374820,39.709180
W6078,GF,21.355670,39.683065
W6314,GF,21.669357,39.429535
W4350,RT,21.587235,39.234603
W3268,RT,21.469441,39.310157
W6146,GF,21.858628,39.193577
W5813,RT,21.601728,39.264431
W4849,GF,21.894053,39.228008
W6107,RT,21.465708,40.449285
W2615,RT,21.788213,39.207857
W2653,GF,21.262478,39.836662
W4368,RT,21.599520,39.115065
W6153,RT,21.729326,39.205465
W6351,RT,21.372818,39.824103
W6320,RT,21.463028,39.953793
W3212,RT,21.320820,39.694532
W6076,GF,21.502512,39.265303
W6243,GF,21.858905,39.257230
W6147,GF,21.493293,39.379213
W6533,GF,21.600163,39.287622
W4242,RT,21.667765,39.206093
W3287,GF,21.503898,39.791255
W4627,GF,21.672775,39.167197
W6157,RT,21.507157,39.252308
W4566,GF,21.653642,39.197122
W6252,GF,21.591770,39.264520
W6428,RT,21.753940,39.208193
W3054,RT,21.756214,39.196712
W5647,RT,21.523786,39.233595
W3285,RT,21.312033,39.711493
W3284,RT,21.334569,39.677625
W6061,GF,21.325396,39.584400
W6569,RT,21.792190,39.215370
W6396,RT,21.766388,39.237810
W4630,GF,21.648028,39.177982
W6296,GF,21.552427,39.650423
W5726,GF,21.637540,39.287502
W4850,GF,21.897377,39.233890
W5823,GF,21.513001,39.269223
W6556,GF,21.339237,39.783783
W3129,RT,21.518388,39.368828
W9211,RT,21.618582,39.196223
W4617,RT,21.761962,39.221387
W6597,RT,21.470483,39.268105
W6570,GF,21.745300,39.203600
W6006,IBS,21.666300,39.171500
W3262,RT,21.703728,39.207215
W3256,RT,21.796638,39.178552
W4855,RT,21.538073,39.290572
W6007,IBS,21.666300,39.171500
W6585,GF,21.411398,39.278738
W4856,RT,21.804757,39.147618
W5883,GF,21.486613,39.350148
W4539,RT,21.440018,39.779800
W5548,GF,21.925292,39.352545
W5881,GF,21.484167,39.313597
W4854,RT,21.419558,39.490485
W5741,RT,21.590301,39.257995
W5501,GF,21.369762,39.832238
W6055,GF,22.417930,39.192395
W5706,RT,21.510630,39.259957
W6005,IBS,21.666300,39.171500
W6004,IBS,21.666300,39.171500
W6601,IBS,21.606266,39.157811
W4231,GF,21.500640,39.228348
W4024,GF,21.437268,40.420398
W4021,GF,21.445618,40.425700
W3401,GF,21.524192,40.498142
W3944,RT,21.526013,40.489882
W3422,GF,21.582870,39.135723
W3341,GF,21.492583,39.354544
W3935,GF,21.540523,40.526270
W3931,GF,21.540833,40.538170
W4051,GF,21.442072,39.295123
W3437,RT,21.477210,39.268220
W3405,RT,21.465523,40.478880
W3342,RT,21.474925,40.487820
W3728,GF,21.838937,39.194162
W3630,GF,21.473204,39.318787
W4228,RT,21.229675,40.390962
W3130,RT,21.656095,39.616140
W3861,RT,21.655987,39.627465
W3370,GF ,21.593000,39.793760
W3304,RT,21.485830,39.993720
W3327,RT,21.458252,40.493948
W4042,RT,21.301453,39.251077
W3403,RT,22.802175,39.055753
W3651,RT,21.769453,39.213648
W6552,GF,21.169903,39.172380
W3347,RT,21.408910,39.257158
W3435,RT,21.691418,39.213517
W4065,RT,21.489470,40.494708
W4581,IBS,21.666300,39.171600
W3337,GF,21.505845,40.498832
W4020,RT,21.287600,40.436960
W4471,GF,21.421585,40.442447
W2540,RT,21.404600,39.864600
W3418,GF,21.359265,40.615862
W3416,GF,21.381167,40.619978
W3404,RT,21.479123,39.983700
W4018,GF,21.369665,40.558338
W3352,RT,21.423380,40.489358
W3799,GF,21.787517,39.221565
W3410,GF,21.775897,39.187710
W3411,GF,21.770833,39.187128
W3419,GF,21.772208,39.183590
W3379,GF,21.817149,39.141415
W4297,COW,20.123559,41.593474
W4296,COW,20.170900,41.610400
W2746,GF,20.823000,41.171000
W5371,GF,20.893600,41.246800
W5386,GF,20.906554,42.786123
W1150,GF,20.919100,40.602500
W1065,GF,20.963300,40.616700
W5385,GF,20.968360,42.909114
W1093,GF,21.021600,40.448200
W1097,GF,21.038200,40.488000
W1094,GF,21.063400,40.508700
W1103,GF,21.180500,40.545400
W5458,GF,21.264800,40.543700
W4583,IBS,21.666300,39.171600
W4584,IBS,21.666300,39.171600
W6295,Dismantled,2261.000000,2261.000000
W1098,GF,21.145910,40.479630
W1100,GF,21.090647,40.579022
W1095,GF,21.094300,40.502500
W1096,GF,21.113600,40.471800
W1101,GF,21.115426,40.647715
W1099,GF,21.118800,40.518447
W1344,GF,21.119859,40.605689
W1102,GF,21.136211,40.540911
W1088,GF,21.197100,40.341231
W1262,GF,21.242927,40.526827
W5497,GF,21.130900,40.579300
W2782,GF,22.710430,39.732580
W2710,GF,22.502050,39.578070
W4582,IBS,21.666300,39.171600
W4153,COW,21.641973,39.166263
W5072,GF,21.509875,39.763297
W3283,RT,21.248838,39.830962
W4517,RT,21.504065,39.252635
W3548,GF,21.717800,39.221500
W3553,GF,21.779246,39.225335
W3027,GF,21.768082,39.182177
W3642,GF,21.766197,39.197013
W4216,GF,21.412700,39.294760
W3053,RT,21.398143,39.790223
W4683,GF,21.427595,39.856361
W4351,GF,21.512688,39.354940
W3521,RT,21.601900,39.249699
W3420,GF,21.623303,40.389908
W3412,GF,21.635578,40.385665
W3378,GF,21.778753,39.196171
W3787,GF,21.798382,39.204917
W3829,GF,21.790100,39.102500
W4568,GF,21.703950,39.136273
W5693,GF,21.305850,40.494972
W4195,RT,21.377437,39.306900
W4204,RT,21.399125,39.278116
W2670,GF,21.519568,39.839608
W2673,GF,21.504830,39.867322
W3375,GF,21.735850,39.198600
W3376,RT,21.740503,39.198431
W5398,GF,22.793188,39.037503
W6589,GF,21.375669,40.415860
W6588,GF,21.379805,40.405500
W5904,RT,21.392330,39.278498
W2406,GF,21.626900,39.704600
W2078,RT,21.434700,39.784800
W4190,RT,21.437600,39.260170
W2865,RT,21.597385,39.266025
W2874,RT,21.616001,39.182291
W4332,RT,21.375431,39.794813
W2591,RT,21.258561,40.414406
W5676,RT,21.343518,40.454828
W4467,RT,21.348019,40.462426
W4055,RT,21.345215,39.904230
W4148,RT,21.403220,39.304480
W4549,GF,21.686985,39.141417
W3925,RT,21.505123,39.247048
W2450,GF,21.367688,39.794893
W2863,RT,21.597450,39.235130
W4633,GF,21.678518,39.198532
W2477,GF,21.706348,39.311367
W3547,GF,21.681845,39.190545
W2508,RT,21.299797,40.416747
W2425,GF,21.348350,39.908065
W3644,GF,21.399600,39.431300
W3844,RT,21.408500,39.800800
W6313,GF,21.463891,40.426403
W2193,RT,21.576610,39.155210
W6559,GF,21.858944,39.218070
W3912,GF,21.424100,39.299100
W5452,GF,22.431100,39.430200
W3592,RT,21.437713,39.287193
W3573,RT,21.443966,39.267506
W2077,RT,21.429466,39.796181
W2861,COW,21.724420,39.123706
W4838,GF,21.797630,39.075915
W4061,RT,21.368606,39.781855
W3028,GF,21.373862,40.397913
W4327,RT,21.436517,40.489038
W3188,RT,21.408956,39.789076
W4240,RT,21.411465,39.859060
W3522,GF,21.525100,39.310500
W6359,GF,21.707920,39.111225
W4839,RT,21.793805,39.051237
W2319,GF,21.425466,39.285448
W3152,RT,21.305579,39.234280
W6437,RT,21.356377,40.433265
W4262,GF,21.365918,40.429621
W3619,RT,21.401335,39.797368
W2045,RT,21.396680,39.798856
W6074,GF,21.486800,39.483700
W6364,RT,21.765225,39.067662
W6568,RT,21.785182,39.071172
W3279,RT,22.776750,39.030250
W6001,IBS,21.666300,39.171600
W6438,RT,21.415922,40.474898
W3664,RT,21.421733,40.477897
W3579,RT,21.390666,39.807506
W6584,GF,21.751549,39.177015
W6201,GF,21.754415,39.176183
W5618,RT,21.347137,39.769645
W6000,IBS,21.666300,39.171500
W3692,RT,21.301975,39.266279
W6073,GF,21.534360,39.461060
W4835,RT,21.335451,39.263291
W6508,RT,21.383140,39.797487
W5975,COW,21.444150,39.251397
W6475,RT,21.459585,40.458825
W6149,RT,21.472100,40.464000
W6003,IBS,21.666300,39.171500
W4565,GF,21.686878,39.128480
W6591,GF,21.747862,39.168120
W6291,RT,21.815905,39.035863
W6008,IBS,21.666300,39.171600
W2474,GF,21.473958,39.949823
W6507,GF,21.394732,39.701963
W6307,COW,21.415915,39.785460
W2547,GF,21.258629,40.434457
W3293,GF,21.502892,39.236238
W5547,RT,21.403243,39.700112
W2360,RT,21.404380,39.805420
W4076,GF,21.229885,39.831258
W5101,GF,21.389325,39.901688
W6474,RT,21.477223,40.466857
W6372,GF,21.741323,39.071260
W6572,RT,21.796260,39.087640
W6539,GF,21.317698,39.705112
W4288,GF,22.738960,39.210190
W6562,GF,21.277550,39.278930
W3372,GF,21.375122,39.873765
W2350,RT,21.426380,39.787783
W2559,RT,21.408330,39.871770
W2309,RT,21.498670,39.267405
W2363,GF,21.331800,39.631600
W6379,RT,21.784105,39.085995
W6288,RT,21.785020,39.173793
W2065,RT,21.429245,39.853580
W2089,RT,21.388713,39.789036
W2462,RT,21.391968,39.791095
W3715,GF,21.389390,39.901655
W4017,RT,21.392875,39.781151
W5989,COW,21.338262,39.958960
W5585,RT,21.470980,39.928751
W4730,RT,21.380200,39.780052
W5608,RT,21.427313,39.797453
W4182,RT,21.580710,39.158345
W5544,RT,21.771668,39.088958
W6465,RT,21.334747,39.685842
W2404,RT,21.403405,39.793195
W2491,RT,21.400301,39.800485
W4338,RT,21.403503,39.803044
W4275,GF,21.436906,40.506236
W3661,GF,21.442513,40.514573
W2439,RT,21.412240,39.789536
W3882,RT,21.581261,39.219528
W3809,COW,21.326072,39.983475
W4346,RT,21.328985,40.416253
W4023,RT,21.521353,39.786588
W2351,RT,21.434810,39.794731
W5893,GF,21.456210,39.261350
W5983,RT,21.324722,39.981513
W3880,RT,21.608045,39.137470
W5698,GF,22.727635,39.011837
W3846,GF,21.395945,39.778915
W6095,RT,21.673480,39.121028
W6496,GF,21.337923,40.422018
W3899,GF,21.873005,39.108747
W6357,RT,21.356468,39.780363
W5795,GF,20.594900,39.580400
W2581,GF,21.294222,40.392953
W6791,COW,21.533713,39.994615
W2427,GF,21.408641,39.783868
W2493,RT,21.426428,39.793370
W4371,GF,22.840702,38.926312
W4377,GF,22.848600,38.916730
W3821,GF,21.573963,39.134403
W2873,RT,21.592655,39.165555
W6404,GF,21.743178,39.148195
W2610,RT,21.782799,39.117211
W3618,GF,21.549680,39.947390
W4313,GF,21.359830,40.458497
W5464,GF,22.217100,40.106900
W5465,GF,22.137300,40.037500
W5780,RT,21.452363,39.254363
W4212,GF,21.472300,40.645163
W5564,GF,22.836702,38.924982
W2835,RT,21.571706,39.194413
W4372,GF,22.842293,38.921518
W4428,RT,21.658300,39.133023
W6519,GF,21.308013,40.057392
W6464,GF,21.333140,40.051393
W4669,RT,21.759351,39.112128
W5541,GF,22.738708,39.032157
W3675,GF,21.457817,40.447495
W3834,GF,21.469932,40.437605
W5779,RT,21.470228,39.183306
W4405,RT,21.757848,39.094227
W6287,RT,21.819691,39.133315
W6077,GF,22.174500,39.166100
W2487,RT,21.376645,39.785213
W5437,GF,21.250905,39.137377
W6181,GF,21.348385,40.524960
W5704,GF,21.424945,39.214397
W5307,GF,21.510997,39.627148
W3568,GF,21.417208,39.240398
W5928,GF,21.480600,39.185400
W5645,RT,21.494148,39.180326
W5634,GF,21.546460,39.121150
W4711,IBS,21.605930,39.120040
W2269,GF,21.616702,39.109752
W3392,GF,21.111413,39.247900
W5933,RT,21.693711,39.114011
W4427,GF,21.221431,39.448958
W5488,GF,21.416886,39.705701
W1374,GF,21.413823,40.445047
W6209,RT,21.448082,40.490922
W4439,RT,21.478676,39.230510
W4705,COW,21.135735,39.328566
W2201,GF,21.417365,39.227933
W6048,RT,21.792538,39.072965
W4025,RT,21.409913,39.706110
W3348,GF,21.693298,39.098953
W3398,GF,21.711345,39.109545
W3838,RT,21.268640,40.434820
W5359,COW,21.374600,40.586100
W4105,GF,21.414330,39.203675
W5843,GF,21.407391,39.238765
W3612,RT,21.412445,39.773986
W6060,GF,21.410977,39.764092
W5717,GF,21.768223,39.118396
W2606,RT,21.806940,39.066570
W4139,RT,21.614920,39.128223
W6066,GF,22.626950,39.196060
W4737,COW,21.668950,39.285585
W5070,GF,21.480477,39.733223
W6441,COW,21.489795,39.738750
W4193,GF,21.408998,39.244092
W2804,RT,21.573888,39.184710
W2816,RT,21.597663,39.166840
W4379,GF,21.404858,39.225780
W6571,RT,21.817720,39.086617
W4404,GF,21.754475,39.085306
W2219,RT,21.538900,39.146500
W4422,GF,19.591370,41.647480
W2199,GF,21.431183,39.215092
W2415,GF,21.429798,39.745450
W5517,GF,21.423570,39.223640
W3863,GF,21.430460,39.227753
W3682,GF,21.531563,40.517950
W5507,RT,21.452660,39.859718
W1244,GF,21.604700,40.415300
W7045,IBS,22.303800,39.117300
W4435,RT,21.781006,39.180183
W4253,GF,21.583623,39.109413
W4236,RT,21.583590,39.156635
W6273,GF,21.627011,39.695580
W3895,RT,21.410197,40.505922
W6342,GF,21.448573,39.924882
W3679,RT,21.420845,40.496350
W5912,GF,22.324612,39.110255
W4653,RT,21.564728,39.159523
W4521,RT,21.599570,39.186500
W4631,GF,21.695818,39.179210
W4264,RT,21.777033,39.086136
W6353,RT,22.824832,39.041378
W6344,GF,22.320505,39.092742
W4632,GF,21.673436,39.186175
W3142,GF,21.585800,39.297310
W5920,GF,22.298445,39.101665
W5916,GF,22.305858,39.120735
W6340,GF,21.315995,39.211482
W6440,COW,21.462376,39.720673
W6595,RT,21.468453,39.241837
W3948,GF,21.540920,40.495593
W1113,GF,21.593940,40.525370
W4629,GF,21.667388,39.168105
W5919,GF,22.305062,39.105143
W3877,RT,21.698655,39.104475
W4123,RT,21.766622,39.081825
W2968,IBS,21.411813,39.364562
W2965,IBS,21.428273,39.362990
W6343,GF,21.885210,39.106825
W3622,RT,21.352605,39.790865
W2753,GF,20.799500,39.670100
W4256,RT,21.223125,40.413365
W6434,RT,21.231755,40.415105
W3272,RT,21.457488,39.952078
W3282,RT,21.501148,39.883950
W5911,GF,22.324483,39.120422
W5995,GF,21.555223,39.167905
W4493,RT,21.593261,39.204063
W3586,RT,21.766290,39.128928
W5914,GF,22.311738,39.101145
W3245,GF,19.242300,41.960200
W3590,GF,21.699600,39.112700
W3339,GF,21.610993,39.245465
W4947,GF,20.449700,41.325500
W6212,GF,21.208967,40.369615
W3278,RT,21.437400,39.966700
W3312,GF,21.590168,39.804818
W5917,GF,22.307400,39.108200
W6380,GF,21.516475,39.198238
W3176,RT,21.535965,39.165013
W4466,RT,21.587263,39.216877
W4357,RT,21.602550,39.208040
W2276,RT,21.684955,39.119927
W3689,GF,22.821888,39.047383
W5330,GF,23.110092,39.074588
W3770,GF,21.412610,39.725408
W6156,RT,21.531603,39.180660
W6596,RT,21.539097,39.186952
W3994,GF,22.758900,39.090572
W3687,RT,22.798727,39.028350
W6459,RT,21.349460,39.784390
W3244,GF,19.306100,41.950400
W3684,RT,21.261505,40.439251
W3839,RT,21.270010,40.423920
W4365,GF,21.342842,39.722452
W2678,RT,21.311300,39.675203
W3520,GF,21.563075,39.142853
W4298,RT,21.573550,39.143020
W4518,GF,22.203200,39.116900
W4146,GF,21.763435,39.119200
W2706,GF,22.207500,39.258300
W5530,GF,19.827875,41.625837
W6330,GF,21.212385,40.389922
W5915,GF,22.310742,39.095040
W1315,GF,21.227650,40.341600
W4608,GF,21.290322,39.152902
W6463,RT,21.383083,39.821865
W5518,GF,21.411035,40.520638
W5918,GF,22.312755,39.109545
W6373,GF,21.450436,39.181265
W6041,IBS,22.310000,39.103300
W3603,RT,21.447943,39.851536
W6405,GF,21.765233,39.146120
W5328,GF,22.742638,39.045648
W6600,IBS,21.524365,39.162853
W5545,RT,21.624540,39.128640
W3013,GF,19.631900,41.341600
W2954,IBS,22.309700,39.105200
W1110,GF,21.400991,40.543137
W5913,GF,22.319227,39.103278
W3505,RT,21.548243,39.156885
W9089,RT,21.558643,39.139525
W5500,GF,21.417148,39.779446
W3400,GF,21.361903,39.794020
W6592,RT,21.807308,39.100252
W3868,GF,21.534995,39.197013
W5512,GF,21.367037,39.785063
W2792,GF,22.013800,39.474400
W4866,GF,19.814000,41.803700
W4657,RT,21.314410,39.269795
W1245,GF,21.466000,40.276500
W3175,COW,21.757333,39.161942
W5523,RT,21.367618,39.777983
W4498,RT,21.412348,39.783995
W3399,COW,21.451403,39.192667
W6175,RT,21.752003,39.144268
W4378,COW,21.768243,39.167867
W3030,GF,19.891632,41.590540
W4454,GF,21.340678,40.555878
W6027,GF,21.356967,39.204280
W2438,GF,21.382603,39.817210
W2902,IBS,21.763000,39.164000
W5337,GF,21.907900,39.388200
W2442,RT,21.499831,39.954816
W6057,GF,21.991950,39.155830
W5336,GF,21.951600,39.446900
W1241,GF,21.320462,40.560866
W2418,GF,21.428500,39.781900
W4027,RT,21.431060,39.785795
W4541,IBS,21.760400,39.160800
W9209,RT,21.548308,39.211153
W5310,GF,22.114700,39.311700
W6349,GF,22.098160,39.318350
W3029,GF,20.017117,41.518023
W2900,IBS,21.763828,39.163115
W2413,GF,21.556433,39.776070
W1324,GF,21.207400,40.296900
W2901,IBS,21.763000,39.164000
W9410,RT,21.553292,39.181413
W6257,RT,21.847083,39.102303
W6331,GF,21.867745,39.123807
W6587,RT,21.386880,39.784295
W3007,GF,19.703400,41.385100
W5559,RT,21.256596,40.451175
W4209,RT,21.262380,40.428358
W2267,GF,21.552121,39.243110
W2903,IBS,21.763000,39.164000
W6275,RT,21.846019,39.184610
W5348,GF,21.982910,39.991910
W6111,GF,21.987083,39.122412
W4248,RT,21.746333,39.138765
W3833,RT,21.381972,39.800298
W3235,RT,21.366831,39.822709
W5797,GF,21.796760,39.123813
W6297,GF,21.625560,39.446610
W2525,GF,21.369833,40.165832
W6112,GF,21.260102,39.956850
W3543,GF,21.709743,39.212305
W5714,RT,21.762048,39.200811
W4836,RT,21.818000,39.225200
W3248,RT,21.742982,39.190482
W3431,RT,21.797267,39.128840
W3015,GF,19.539500,41.350400
W3100,GF,20.012037,41.447808
W2909,IBS,21.763000,39.164000
W6345,RT,21.404517,39.801913
W2959,IBS,21.763000,39.164000
W4586,IBS,21.763120,39.164230
W5436,GF,21.842158,39.200957
W4825,RT,21.844048,39.192473
W4829,RT,21.863885,39.180480
W2737,GF,22.887233,39.034025
W3318,GF,21.223758,41.644452
W3314,GF,19.850700,41.446400
W4585,IBS,21.763120,39.164230
W4587,IBS,21.763120,39.164230
W4588,IBS,21.763120,39.164230
W6390,COW,21.759725,39.169655
W6462,GF,21.289573,39.928253
W6688,COW,21.427510,39.828760
W2314,RT,21.571380,39.220315
W2272,RT,21.608615,39.131987
W2880,RT,21.620813,39.189843
W5558,GF,21.876730,39.241737
W5616,RT,21.360067,39.791267
W2864,GF,21.592575,39.247610
W6510,RT,21.328048,39.714657
W1314,GF,21.084080,40.630419
W3150,GF,20.180378,41.632680
W2492,RT,21.428331,39.802506
W4910,GF,22.465713,39.162008
W2805,GF,21.814498,39.128131
W4622,RT,21.825244,39.229111
W4826,RT,21.849620,39.199043
W4824,RT,21.851933,39.184100
W5312,GF,22.797800,39.034800
W6327,GF,21.296661,39.681313
W1023,GF,21.122469,40.325890
W1083,GF,21.134180,40.289960
W6548,GF,20.264700,41.654128
W2435,RT,21.351440,39.882185
W2352,RT,21.431480,39.800381
W4917,RT,22.403323,39.078043
W4638,RT,21.620710,39.195200
W2701,GF,21.770370,39.452260
W4457,IBS,21.580850,39.125910
W6082,GF,22.841000,39.336900
W6084,GF,23.025200,39.482900
W4246,GF,21.559890,39.135460
W2703,GF,21.967780,39.362890
W2791,GF,22.130780,39.532970
W6566,RT,20.024422,41.443157
W4913,GF,22.513635,39.106523
W6221,GF,21.350402,40.122105
W2326,GF,21.630636,39.174681
W6537,GF,21.630762,39.193993
W2306,GF,21.644679,39.224744
W6411,GF,21.813558,39.148358
W3442,GF,21.316200,39.683320
W4424,RT,21.567240,39.246200
W5503,GF,21.556355,39.174212
W2692,RT,21.326830,39.676145
W1218,GF,21.124200,40.273980
W1022,GF,21.150819,40.253458
W4909,GF,22.490858,39.106368
W6447,RT,21.352511,39.887773
W5521,RT,21.391900,39.798400
W4907,GF,22.497285,39.161443
W2214,RT,21.611370,39.180100
W5772,RT,21.615626,39.143926
W6228,RT,21.638771,39.231603
W2256,GF,21.690917,39.204793
W6520,GF,21.791860,39.186190
W3006,GF,20.083300,41.373700
W5632,GF,21.560442,39.114018
W3831,RT,21.364578,39.830495
W3271,RT,21.502170,39.781260
W2370,GF,21.428057,39.727417
W4919,GF,22.513700,39.098348
W5186,RT,21.429213,39.790980
W4904,GF,22.511340,39.115268
W4905,GF,22.506773,39.102147
W5808,RT,21.577955,39.162128
W4602,RT,21.589543,39.271402
W6526,RT,21.609358,39.188045
W3076,GF,21.914883,39.311420
W3251,RT,21.753842,39.200925
W6551,GF,20.248853,41.660187
W6083,GF,22.953360,39.383930
W1810,GF,20.120200,41.399500
W4908,GF,22.472318,39.132745
W2380,RT,21.450587,39.865512
W2388,GF,21.573511,39.769822
W4901,GF,22.448617,39.099152
W2997,IBS,21.554510,39.167240
W4251,RT,21.572690,39.190595
W4260,RT,21.595275,39.195408
W3099,GF,21.606975,39.226325
W4911,GF,22.399517,39.084943
W3545,GF,21.797600,39.230500
W3137,GF,21.836180,39.235940
W6064,GF,21.836497,39.177490
W4912,GF,22.413253,39.083417
W4922,IBS,22.406400,39.076800
W2654,GF,21.301422,39.702157
W1085,GF,21.139466,40.227868
W1084,GF,21.161200,40.231100
W6230,GF,19.576970,41.965000
W4921,IBS,22.407500,39.083900
W5673,GF,21.437835,39.760161
W2378,RT,21.421591,39.857126
W4924,IBS,22.401800,39.081800
W3381,RT,21.446063,39.862667
W3924,RT,21.568126,39.215151
W5739,RT,21.590846,39.230293
W4227,RT,21.602836,39.222105
W5732,RT,21.615967,39.194535
W3169,RT,21.868150,39.234134
W4828,RT,21.880555,39.184330
W5684,GF,22.783270,39.030195
W3223,GF,19.864900,41.273000
W1105,GF,21.245950,40.659370
W1277,GF,21.146550,40.803219
W3225,GF,19.835800,41.277100
W4923,IBS,22.407130,39.076830
W2390,RT,21.470271,39.959465
W4918,GF,22.413285,39.079142
W4920,GF,22.457045,39.104570
W6180,RT,21.576397,39.158995
W3888,RT,21.578083,39.196855
W6525,RT,21.578263,39.201957
W3906,RT,21.590615,39.190741
W4333,RT,21.464246,39.939766
W5729,RT,21.624668,39.195725
W5730,RT,21.625885,39.174030
W6341,GF,22.631770,39.047812
W1350,GF,21.107300,40.381200
W1082,GF,21.143000,40.395100
W6227,GF,19.621233,41.978908
W1242,GF,21.373400,40.667700
W4099,RT,21.402371,39.713241
W1109,GF,21.399400,40.611900
W2402,RT,21.478231,39.926010
W4103,RT,21.577047,39.773250
W2481,RT,21.387230,39.796743
W4906,GF,22.500710,39.107628
W3822,RT,21.583360,39.152188
W3517,RT,21.589613,39.199933
W5557,GF,21.914210,39.288700
W2778,GF,23.040000,38.951000
W2789,GF,23.112500,38.964100
W5727,GF,21.634042,39.312786
W6134,GF,21.488858,40.011172
W6102,RT,21.569650,39.161472
W2895,GF,21.573863,39.243207
W6521,RT,21.580487,39.208905
W2882,RT,21.580818,39.154840
W5802,GF,21.609678,39.196828
W3648,GF,21.390347,39.728365
W6165,RT,21.454147,39.940342
W5455,GF,21.948700,39.276100
W5454,GF,22.004400,39.366900
W2099,RT,21.438800,39.829100
W5352,GF,21.842800,39.248600
W4335,RT,21.437273,39.787163
W6226,GF,21.446555,39.363015
W4902,GF,22.430128,39.137485
W6031,IBS,22.420180,39.190400
W4526,GF,21.660265,39.269025
W5353,GF,21.694800,39.245800
